집단,국민연금 월지급액,생애평균소득,소득대체율,평균임금대비,퇴직연금 월지급액,합산연금액,합산소득대체율,평균임금대비
1,110.69287580705402,264.44848484848484,0.41858010973470033,0.43466430291978153,27.2887160719416,137.98159187899563,0.5217711568967841,0.5418205283092249
2,124.11731559310213,410.8633333333334,0.30208905376427386,0.4873788495348884,44.46889346209171,168.58620905519385,0.41032186466349835,0.661997499898676
3,96.2014897457346,226.05806451612904,0.4255609723619071,0.37776011487009825,23.055258196053195,119.25674794178781,0.5275491860777165,0.46829256927927737
4,90.77766381089221,172.9838709677419,0.5247753059464166,0.3564620547922674,25.078765918743095,115.8564297296353,0.6697527872482415,0.4549403373979143
5,100.24273094494939,235.6516129032258,0.42538529530929076,0.3936290971869842,30.040853831766242,130.28358477671563,0.5528652368283119,0.5115923057015073
6,68.52856533897524,164.74285714285716,0.4159729078848653,0.2690951957475494,11.513182953674427,80.04174829264967,0.48585868717355846,0.314304696417401
